mapunitpolys_id,mapunit,identityconfidence,label,symbol,notes,datasourceid
GMA.MapUnitPolys.2631,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.180
GMA.MapUnitPolys.2591,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.101
GMA.MapUnitPolys.2592,Jv,Standard Confidence,Jv,6,"Massive quartz-feldspar porphyry, generally interpreted as thick, welded rhyolitic tuffs, with locally abundant lava, and sandstone and conglomerate derived from volcanic rocks. Rare eolian quartzite units are interbedded in southern Arizona. Includes Al",GMA.DataSources.93
GMA.MapUnitPolys.2593,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.93
GMA.MapUnitPolys.2594,Qm,Standard Confidence,Qm,21,"Unconsolidated to weakly consolidated alluvial fan, terrace, and basin-floor deposits with moderate to strong soil development. Fan and terrace deposits are primarily poorly sorted, moderately bedded gravel and sand, and basin-floor deposits are primaril",GMA.DataSources.84
GMA.MapUnitPolys.2595,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.180
GMA.MapUnitPolys.2596,M_,Standard Confidence,M_,13,"Brown to dark gray sandstone grades upward into green and gray shale, overlain by light to medium gray or tan limestone and dolostone. This unit includes the Tapeats Sandstone, Bright Angel Shale, Muav Limestone, Temple Butte Formation and Redwall Limest",GMA.DataSources.180
GMA.MapUnitPolys.2597,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.121
GMA.MapUnitPolys.2744,YXg,Standard Confidence,YXg,44,Undivided Early and Middle Proterozoic granitic rocks (units Xg and Yg).  (1400-1800 Ma),GMA.DataSources.84
GMA.MapUnitPolys.2598,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.120
GMA.MapUnitPolys.2599,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.180
GMA.MapUnitPolys.2600,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.101
GMA.MapUnitPolys.2604,Tsm,Standard Confidence,Tsm,32,"Con-glomerate, sandstone, mudstone, limestone, and rock-avalanche breccia (sheet-like deposits of crushed rock) deposited and tilted during widespread normal faulting and basin development. Sediments, mostly conglomerate and sandstone, are commonly mediu",GMA.DataSources.84
GMA.MapUnitPolys.2601,Xm,Standard Confidence,Xm,40,"Undivided metasedimentary, metavolcanic, and gneissic rocks.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2605,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.100
GMA.MapUnitPolys.2609,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.84
GMA.MapUnitPolys.2602,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.84
GMA.MapUnitPolys.2603,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.101
GMA.MapUnitPolys.2610,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.101
GMA.MapUnitPolys.2606,Qm,Standard Confidence,Qm,21,"Unconsolidated to weakly consolidated alluvial fan, terrace, and basin-floor deposits with moderate to strong soil development. Fan and terrace deposits are primarily poorly sorted, moderately bedded gravel and sand, and basin-floor deposits are primaril",GMA.DataSources.67
GMA.MapUnitPolys.2613,M_,Standard Confidence,M_,13,"Brown to dark gray sandstone grades upward into green and gray shale, overlain by light to medium gray or tan limestone and dolostone. This unit includes the Tapeats Sandstone, Bright Angel Shale, Muav Limestone, Temple Butte Formation and Redwall Limest",GMA.DataSources.180
GMA.MapUnitPolys.2623,Yd,Standard Confidence,Yd,45,Dark gray to black sills (intrusions mostly parallel to bedding) in strata of the Apache Group and irregular to sheet-like intrusions in other rocks. Present in east-central and southeastern Arizona. Some sills are more than 100 m thick. Exposures are ex,GMA.DataSources.180
GMA.MapUnitPolys.2607,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.84
GMA.MapUnitPolys.2608,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2612,Qm,Standard Confidence,Qm,21,"Unconsolidated to weakly consolidated alluvial fan, terrace, and basin-floor deposits with moderate to strong soil development. Fan and terrace deposits are primarily poorly sorted, moderately bedded gravel and sand, and basin-floor deposits are primaril",GMA.DataSources.84
GMA.MapUnitPolys.2928,Xmv,Standard Confidence,Xmv,42,"Weakly to strongly metamorphosed volcanic rocks. Protoliths include basalt, andesite, dacite, and rhyolite deposited as lava or tuff, related sedimentary rock, and shallow intrusive rock. These rocks, widely exposed in several belts in central Arizona, i",GMA.DataSources.89
GMA.MapUnitPolys.2616,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.121
GMA.MapUnitPolys.2617,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2618,Tsv,Standard Confidence,Tsv,34,Sequences of diverse volcanic rocks with abundant interbedded sedimentary rocks.  (11-32 Ma),GMA.DataSources.100
GMA.MapUnitPolys.3202,Xms,Standard Confidence,Xms,41,"Metasedimentary rocks, mostly derived from sandstone and shale, with minor conglomerate and carbonate rock. Includes quartz-rich, mostly nonvolcanic Pinal Schist in southeastern Arizona and variably volcanic-lithic sedimentary rocks in the Yavapai and To",GMA.DataSources.82
GMA.MapUnitPolys.2619,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.100
GMA.MapUnitPolys.2620,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.93
GMA.MapUnitPolys.2621,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.180
GMA.MapUnitPolys.2622,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.67
GMA.MapUnitPolys.2624,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.100
GMA.MapUnitPolys.2645,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.84
GMA.MapUnitPolys.2625,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.84
GMA.MapUnitPolys.2626,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.84
GMA.MapUnitPolys.2627,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.121
GMA.MapUnitPolys.2628,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.36
GMA.MapUnitPolys.2629,Yd,Standard Confidence,Yd,45,Dark gray to black sills (intrusions mostly parallel to bedding) in strata of the Apache Group and irregular to sheet-like intrusions in other rocks. Present in east-central and southeastern Arizona. Some sills are more than 100 m thick. Exposures are ex,GMA.DataSources.180
GMA.MapUnitPolys.2632,Jv,Standard Confidence,Jv,6,"Massive quartz-feldspar porphyry, generally interpreted as thick, welded rhyolitic tuffs, with locally abundant lava, and sandstone and conglomerate derived from volcanic rocks. Rare eolian quartzite units are interbedded in southern Arizona. Includes Al",GMA.DataSources.100
GMA.MapUnitPolys.2633,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.121
GMA.MapUnitPolys.2634,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.121
GMA.MapUnitPolys.2635,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.100
GMA.MapUnitPolys.2636,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.37
GMA.MapUnitPolys.2637,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.88
GMA.MapUnitPolys.2638,TKg,Standard Confidence,TKg,25,"Porphyritic to equigranular granite to diorite emplaced during the Laramide orogeny. Larger plutons are characteristically medium-grained, biotite +/- hornblende granodiorite to granite. Smaller, shallow-level intrusions are typically porphyritic. Most o",GMA.DataSources.67
GMA.MapUnitPolys.2639,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2643,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.116
GMA.MapUnitPolys.2644,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.180
GMA.MapUnitPolys.2640,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.84
GMA.MapUnitPolys.2641,Qy,Standard Confidence,Qy,24,"Unconsolidated deposits associated with modern fluvial systems. This unit consists primarily of fine-grained, well-sorted sediment on alluvial plains, but also includes gravelly channel, terrace, and alluvial fan deposits on middle and upper piedmonts.",GMA.DataSources.84
GMA.MapUnitPolys.2642,Jv,Standard Confidence,Jv,6,"Massive quartz-feldspar porphyry, generally interpreted as thick, welded rhyolitic tuffs, with locally abundant lava, and sandstone and conglomerate derived from volcanic rocks. Rare eolian quartzite units are interbedded in southern Arizona. Includes Al",GMA.DataSources.101
GMA.MapUnitPolys.2646,Qm,Standard Confidence,Qm,21,"Unconsolidated to weakly consolidated alluvial fan, terrace, and basin-floor deposits with moderate to strong soil development. Fan and terrace deposits are primarily poorly sorted, moderately bedded gravel and sand, and basin-floor deposits are primaril",GMA.DataSources.101
GMA.MapUnitPolys.2647,Tsv,Standard Confidence,Tsv,34,Sequences of diverse volcanic rocks with abundant interbedded sedimentary rocks.  (11-32 Ma),GMA.DataSources.180
GMA.MapUnitPolys.2648,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.67
GMA.MapUnitPolys.2659,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.84
GMA.MapUnitPolys.2649,Tsm,Standard Confidence,Tsm,32,"Con-glomerate, sandstone, mudstone, limestone, and rock-avalanche breccia (sheet-like deposits of crushed rock) deposited and tilted during widespread normal faulting and basin development. Sediments, mostly conglomerate and sandstone, are commonly mediu",GMA.DataSources.100
GMA.MapUnitPolys.2651,Xmv,Standard Confidence,Xmv,42,"Weakly to strongly metamorphosed volcanic rocks. Protoliths include basalt, andesite, dacite, and rhyolite deposited as lava or tuff, related sedimentary rock, and shallow intrusive rock. These rocks, widely exposed in several belts in central Arizona, i",GMA.DataSources.68
GMA.MapUnitPolys.2652,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.84
GMA.MapUnitPolys.2862,YXg,Standard Confidence,YXg,44,Undivided Early and Middle Proterozoic granitic rocks (units Xg and Yg).  (1400-1800 Ma),GMA.DataSources.64
GMA.MapUnitPolys.2650,Qm,Standard Confidence,Qm,21,"Unconsolidated to weakly consolidated alluvial fan, terrace, and basin-floor deposits with moderate to strong soil development. Fan and terrace deposits are primarily poorly sorted, moderately bedded gravel and sand, and basin-floor deposits are primaril",GMA.DataSources.84
GMA.MapUnitPolys.2653,Xms,Standard Confidence,Xms,41,"Metasedimentary rocks, mostly derived from sandstone and shale, with minor conglomerate and carbonate rock. Includes quartz-rich, mostly nonvolcanic Pinal Schist in southeastern Arizona and variably volcanic-lithic sedimentary rocks in the Yavapai and To",GMA.DataSources.120
GMA.MapUnitPolys.2654,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.84
GMA.MapUnitPolys.2655,Xms,Standard Confidence,Xms,41,"Metasedimentary rocks, mostly derived from sandstone and shale, with minor conglomerate and carbonate rock. Includes quartz-rich, mostly nonvolcanic Pinal Schist in southeastern Arizona and variably volcanic-lithic sedimentary rocks in the Yavapai and To",GMA.DataSources.120
GMA.MapUnitPolys.2656,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.180
GMA.MapUnitPolys.2657,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.180
GMA.MapUnitPolys.2663,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.100
GMA.MapUnitPolys.2658,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.93
GMA.MapUnitPolys.2664,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.101
GMA.MapUnitPolys.2665,KJs,Standard Confidence,KJs,8,"Sandstone and conglomerate, rarely forms prominent outcrops; massive conglomerate is typical near base of unit and locally in upper part. These deposits are nonmarine except in southeastern Arizona, where prominent gray marine limestone (Mural Limestone) forms the middle of the Bisbee Group. Sandstones are typically medium-bedded, drab brown, lithic-feldspathic arenites. Includes Bisbee Group (largely Early Cretaceous) and related rocks, Temporal, Bathtub, and Sand Wells formations, rocks of Gu Achi, McCoy Mountains Formation, and Upper Cretaceous Fort Crittenden Formation and equivalent rocks.  (80-160 Ma)
",GMA.DataSources.101
GMA.MapUnitPolys.2666,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.106
GMA.MapUnitPolys.2947,Jg,Standard Confidence,Jg,1,"Granite to diorite, locally foliated and locally alkalic; includes Triassic(?) granitoids in the Trigo Mountains. This unit includes two dominant assemblages of igneous rocks. The Kitt Peak-Trigo Peaks superunit includes, from oldest to youngest: dark, f",GMA.DataSources.93
GMA.MapUnitPolys.2660,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.116
GMA.MapUnitPolys.2661,M_,Standard Confidence,M_,13,"Brown to dark gray sandstone grades upward into green and gray shale, overlain by light to medium gray or tan limestone and dolostone. This unit includes the Tapeats Sandstone, Bright Angel Shale, Muav Limestone, Temple Butte Formation and Redwall Limest",GMA.DataSources.180
GMA.MapUnitPolys.2662,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.2668,Qm,Standard Confidence,Qm,21,"Unconsolidated to weakly consolidated alluvial fan, terrace, and basin-floor deposits with moderate to strong soil development. Fan and terrace deposits are primarily poorly sorted, moderately bedded gravel and sand, and basin-floor deposits are primaril",GMA.DataSources.72
GMA.MapUnitPolys.2677,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.89
GMA.MapUnitPolys.2669,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.180
GMA.MapUnitPolys.2670,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.105
GMA.MapUnitPolys.2671,Q,Standard Confidence,Q,17,"Unconsolidated to strongly consolidated alluvial and eolian deposits. This unit includes: coarse, poorly sorted alluvial fan and terrace deposits on middle and upper piedmonts and along large drainages; sand, silt and clay on alluvial plains and playas;",GMA.DataSources.121
GMA.MapUnitPolys.2672,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.180
GMA.MapUnitPolys.2673,TKg,Standard Confidence,TKg,25,"Porphyritic to equigranular granite to diorite emplaced during the Laramide orogeny. Larger plutons are characteristically medium-grained, biotite +/- hornblende granodiorite to granite. Smaller, shallow-level intrusions are typically porphyritic. Most o",GMA.DataSources.64
GMA.MapUnitPolys.2674,QTb,Standard Confidence,QTb,18,"Mostly dark-colored basaltic lava and cinders young enough that some original volcanic landforms are still apparent. Includes a small amount of andesite, dacite, and rhyolite. Rocks of this map unit are largely restricted to six areas widely distributed",GMA.DataSources.180
GMA.MapUnitPolys.2675,QTb,Standard Confidence,QTb,18,"Mostly dark-colored basaltic lava and cinders young enough that some original volcanic landforms are still apparent. Includes a small amount of andesite, dacite, and rhyolite. Rocks of this map unit are largely restricted to six areas widely distributed",GMA.DataSources.72
GMA.MapUnitPolys.2676,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.105
GMA.MapUnitPolys.2678,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.89
GMA.MapUnitPolys.2679,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.72
GMA.MapUnitPolys.2680,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.72
